user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars
JVEKcyJj-JII59h60CGbjA,Ashley,2,2016-07-26 19:24:04,2,1,0,0,4.0
16ZX8piIkL27WpYJzEgGUw,Caitlyn,1,2017-07-28 01:19:42,0,0,0,0,5.0
rAqg-6-nPwHLtGEgQcAXmw,Bhavnish,2,2021-11-23 03:01:00,0,0,0,0,5.0
epBOikqcpuxuuzesSXCvlw,Buffalo,3,2019-04-16 20:35:26,0,0,0,0,2.33
2hX8_-RtRiTaHtU2mVPPWg,Mallory,5,2012-07-26 02:11:43,0,0,0,0,4.8
5TPIDFhTIuR7CBB1-e4vnQ,Lance,1,2016-09-01 22:47:51,0,0,0,0,3.0
EfOnZ08O_VB1wVPAU2QtMQ,Dustin,8,2015-06-02 04:16:06,5,0,1,0,4.13
uo5xAhOvmeyfhzHhgWuLTw,Catherine,4,2013-10-10 04:23:26,3,1,2,0,4.0
V5kIzNiyD3p9zxjZyOfc8g,Claudius,2,2018-03-09 20:23:52,0,0,0,0,4.0
Ly7H39ixG91W7CF-tpHlHA,Jordan,6,2015-04-27 22:31:35,8,2,3,1,3.25
gCSG8j17mLgbzoBvOjKI8Q,Melissa,4,2018-09-21 06:20:10,8,5,0,0,1.0
eJNt_bqv0h1ESusJjs8RTA,Tristan,3,2015-01-21 02:24:06,2,0,0,0,2.67
A4dBh0dK1H5HzZv3RnEe6w,Ken,3,2013-03-11 06:39:11,1,0,1,0,4.67
To_DsM2Bg7Q6nFaPQhiKNw,Rob,24,2010-08-07 16:04:41,14,2,4,0,3.04
Vqc-xzSioCgqChLR845Lnw,teresa,22,2006-09-11 17:50:42,21,8,5,0,3.09
W_-LIlU-am3CxTs3r7bfUQ,James,1,2013-09-07 14:47:25,1,0,0,0,5.0
UTuuwNKucHjumorprVJFVA,Cindy,1,2011-10-21 16:15:24,8,1,0,0,1.0
Nia13bgAFFvI73bdljRh7w,Coralee,6,2014-06-22 02:10:41,7,1,1,0,2.67
_Vjo7vmAAMOnnLa6ou2pQg,Pam,30,2012-02-06 06:18:49,30,2,2,0,3.16
G4yQATJwpzYjOMe2nNHcBQ,Manal,1,2016-05-06 21:53:10,0,0,0,0,1.0
HnGADKuZhC1bFv_Z02DcoQ,Veronica,1,2013-04-12 13:49:00,1,0,0,0,5.0
i8nE2y3y6UvN_4RpK6DtBQ,B,81,2013-07-04 00:13:45,105,28,10,2,3.15
oglB1bRt9nQwJwCXoMIELA,John,3,2016-08-03 17:11:44,1,0,0,0,4.33
8TzlBuK26bInF56Osqk9Yw,Ron,3,2016-08-21 03:06:12,0,0,0,0,4.67
eh_M1VgvhB1TL0ZPOTncsA,Linda,1,2015-11-13 05:27:16,2,3,1,0,1.0
GjlIMz7Ihl7fq90ZJoOohw,Ktiverous,2,2010-03-10 03:28:25,3,0,0,0,5.0
dmiS2CwlZm9hdJH-2xw7AA,Lorraine,2,2015-01-18 16:00:48,1,0,0,0,3.0
LVNidqcqfgaRMWwr4yvf_A,Keltie,4,2021-09-21 23:09:07,0,0,0,0,3.0
QL4HBUbmJBYnHoh8NHFzeg,Suganya,2,2012-07-15 12:12:50,0,0,0,0,2.5
yenildFdTKQHmW4P_tLtGg,Cheryl,4,2013-02-06 04:55:18,4,0,0,0,1.75
A2AUgTuIA9tNTzCIodVCYg,Tristian,1,2021-12-31 22:39:53,0,0,0,0,1.0
53czookZDPpn4FLcBba6dQ,Mike,2,2011-11-10 03:54:29,0,0,0,0,5.0
eajcLeZwaVLtb2zWZPkm0w,J,1,2015-06-19 02:22:20,2,0,0,0,1.0
T1gE_vfxgnfXanSNLPDRCg,Michelle,1,2015-01-28 01:39:49,4,1,0,0,3.0
1SGgE-GEKomOWJ2xb0IOjg,John,5,2015-01-30 17:37:57,12,2,3,0,4.4
DtZmsGVhuwGQI40__DDOCg,Anthony,24,2010-02-18 05:14:54,4,1,1,0,3.79
07DDX_jXmtAnf3QeSM9k3g,Stephen,6,2011-08-31 05:38:51,4,1,1,0,2.89
bkZahQrJkHZRBtqeSf3kjQ,Timothy,4,2016-12-02 01:31:31,1,0,0,0,2.6
pwrO-ryXvY_PllAbkcNeyw,Brian,1,2013-03-30 21:07:18,1,1,1,0,4.0
INmngET6BFfHr7DRJC_pfg,Yvonne,1,2012-03-31 14:28:50,6,1,0,0,1.0
nUsgzHSYwS1LhDu1ySf7YQ,Lorne,22,2019-09-29 22:22:28,8,3,0,0,2.96
53a7MNl8q1ROl3ghfE-LGw,Ian,2,2012-06-22 19:10:31,2,0,1,0,3.0
GdrFytFyiIx8TNcl5rEB7Q,Desiree,14,2016-06-07 19:28:55,6,0,2,0,4.79
cTavFXM05M74Z9rMdJh2MQ,Kristine,1,2014-11-03 23:18:49,8,0,0,1,1.0
zLMG4Yka3ONAVMEngc0gww,Era,1,2020-08-18 02:18:08,1,0,0,0,3.0
mB0R7t3R2xNkK8M697Zbxw,Francois,3,2012-12-18 01:42:17,1,0,1,0,5.0
QG0d0CTDEeDVQw98ClEMOQ,Scott,4,2011-09-18 17:43:24,3,1,0,0,4.25
-jk96TO2sX7SPcNUdoVxeA,Erica,9,2016-07-14 17:46:33,9,3,2,0,4.5600000000000005
RWl58MHhWe5j9-IdIN-mAw,Renee,1,2012-01-03 17:51:09,2,0,0,0,1.0
pWh_ciIjf6lDwg_vm5XGhg,JL,7,2012-12-22 00:54:13,3,1,1,0,3.88
W_soBe0yIHOanmaLww5WeQ,Dillon,3,2017-11-25 19:36:33,0,0,0,0,5.0
1jU8RzY22c27ODjq7yEN_A,Mel,3,2010-12-16 04:48:21,0,0,0,0,5.0
twSyUmTJMCTSHdsZuH_1JA,Carla,1,2020-12-28 22:50:21,0,0,0,0,1.0
-_YBN2oVeLfKqaiFsa5AuQ,Spencer,1,2021-12-28 21:54:23,0,0,0,0,5.0
wFmWsNoGPASn2vC7gCUgmA,Lee,2,2020-10-05 04:12:25,0,0,0,0,5.0
2DyRP1JcfihCbeRMozOoBA,Bekah,1,2021-03-22 11:59:27,0,0,0,0,3.0
wOE_b33WDBAMDsli6K8-IQ,S.L.,1,2012-06-25 00:13:26,1,0,0,0,1.0
4Xu1wPECwPGvie5YDC1pqw,Laura,5,2017-06-17 18:55:51,7,0,0,0,3.43
FrUsAFY-9d4sv8DT65ZJAw,Kathryn,3,2014-01-04 02:42:54,11,1,0,0,3.0
a_caD3BFzcL14ofOvGNmpw,Kellan,1,2019-10-27 16:08:46,2,0,0,0,1.0
ihjhp--IC2z1OMKeAR-WFQ,Rj,2,2018-10-25 18:34:59,1,0,0,0,3.0
eM-ciag9HtlGs4F9HhZ8JQ,Kate,1,2013-06-12 03:45:49,0,0,0,0,5.0
weei_bdyElYlj_KL9OZ2eA,Bobbi,1,2016-03-30 03:56:55,0,0,0,0,1.0
ZMB_jffLXUFclzyJ86SNUQ,Alex,1,2015-03-15 02:32:37,0,0,0,0,5.0
3IhSE2xlv_yzox6yJguPAg,susan,5,2011-01-05 01:40:59,12,2,1,0,1.71
DZ75I16r7uRNWaUWqLGNCA,Sarah,2,2011-02-09 01:47:37,10,2,0,0,3.0
oi9rcmpCyobUDBIAUI02LQ,Michael,1,2017-09-07 18:46:10,0,0,0,0,1.0
b77CeV7luQ47CUJ2DXAdmg,Randy,1,2011-11-09 01:54:18,1,0,0,0,1.0
Wnq2UfP4SemZb_dFc7u0qQ,John,2,2011-02-21 20:07:51,1,0,0,0,4.5
hEFRDwHIr24KG7YF_yR4jA,Amy,1,2014-01-31 04:17:35,0,0,0,0,1.0
fziiO3Plti1R-ENuBAWYxg,Sena,4,2012-10-21 03:20:53,3,0,2,0,2.5
SAdIp43l-Ivx7FxfyaqBaQ,Scott,1,2010-09-16 00:54:08,0,0,0,0,1.0
FkiPAn00BNN350XMt-ipIw,Maggie,2,2011-12-06 02:36:29,0,0,0,0,5.0
4Y1PGLg697U-wxjEvnKfAg,Nick,1,2011-11-18 02:24:45,0,0,0,0,5.0
dqvgOJ9ALObXHZr8ebOGrA,Connie,1,2013-07-01 02:41:51,0,0,1,0,4.0
b9DQC75tm7pzFtk1Bzx9dA,Darryl,1,2011-04-13 18:12:52,1,0,1,0,5.0
GrzE1cPoetsURk3w5BNvMg,Leigh,1,2011-12-30 23:24:41,8,2,0,0,1.0
lIwHM_Pm4haCR8xRZROH3A,Shawna,3,2019-04-06 20:13:28,1,0,0,0,3.67
4JB4DLDbnDliGQUEMNLhjg,Steve,3,2020-01-08 04:37:14,0,1,1,0,3.75
vRO8ElZ0YgSpYGDZO9sm8g,Anne,4,2014-10-27 01:50:35,0,1,0,0,2.17
xd6d65RM6ub5j2FculjqAg,DD,1,2012-08-21 23:36:56,0,1,0,0,2.0
jUI8tnE0j4W6lbmiKkm6nw,Mark,1,2019-01-30 15:47:05,2,0,0,0,1.0
KTehtSKIldMpB3Ed5P3Snw,Vanessa,2,2016-09-27 00:34:28,0,0,0,0,3.0
pBeBZ7_Asg-Lo1Khgesdvg,Karen,1,2015-01-06 00:21:53,1,0,0,0,5.0
BZfO1TZabP6WLfFa4Gk0SA,Bonnie,6,2013-07-16 03:57:51,10,0,1,0,1.83
LVkc6osClbeWiqGmrT7vfQ,Valerie,1,2012-01-04 20:17:39,1,1,0,0,1.0
9f_FYlSPaM05wv0luu0sJg,Michelle,1,2014-04-30 19:16:51,0,0,0,0,2.0
_l-1_-T95VifcI6bTBwd7g,Katherine,1,2018-12-07 01:39:48,0,0,0,0,1.0
2yozd-vRJOiDHAIHz_qsvQ,Tim,13,2015-02-18 05:23:06,6,3,2,0,4.4
mgj8exUtj7jUfz8qxNLJzw,Amber,2,2018-08-08 22:36:06,1,0,0,0,1.0
kc9m-YTgRJZ980LRMhArZg,Nam,2,2017-07-21 18:48:38,0,0,0,0,5.0
4_AB-mSMsVqYXZnLXb0VsA,Matt,1,2019-03-28 20:06:09,1,0,0,0,1.0
kT5PkegH3-kfrpvdn45o2Q,Maeve,2,2017-10-06 00:01:26,0,0,0,0,3.5
kg1ahRIWM-VX2vr22wL1nw,Husain,1,2020-06-09 04:43:14,0,0,0,0,1.0
b_ozyZXyBEedeX2sgPYyFg,Taylor,1,2018-01-17 03:12:51,0,0,0,0,1.0
A80HUB7beujTVjxoXX3Ceg,Sarah,7,2009-07-26 17:49:57,17,2,1,0,2.63
b8mMlU3-SqBwOwPW3lkCiA,Mrs,1,2021-04-09 02:01:53,0,0,0,0,1.0
2SOhyLZICynKFD_JhViyMQ,Jeff,5,2013-07-13 05:18:53,1,0,0,0,4.6
nSFkJuiElrGsy5C47s2_vA,Kim,1,2009-10-25 18:02:32,0,0,0,0,5.0
4YkU3z5WRCAhLenV-1qxVA,Ryan,2,2017-12-17 21:09:46,0,0,0,0,5.0
Tu7VoItB9UtlY_t5_zD3VQ,Gerard,10,2011-06-09 21:42:20,4,0,2,0,4.3
ASIGgr-kZw1ta4uViYhhTw,Billy,2,2019-09-14 07:31:56,0,0,0,0,5.0
lKLfjvn9PC1iklM1SCdScw,Darxcy,1,2018-12-30 19:02:35,1,0,0,0,1.0
gndnm2M-Q2QvuIaNqTS_wA,ell,4,2010-04-13 15:46:48,6,0,0,0,4.0
Q_M6JLpFLxRNXXcD-JvI8A,Kim,1,2013-07-03 18:34:34,0,0,0,0,1.0
_CYg7O0fDoGnB31q7Uj2ow,Imran,1,2012-12-20 00:14:32,0,0,0,0,5.0
zGJ3qpXas7jTAaVAoVE3HA,Alana,6,2016-06-27 01:02:57,1,0,0,0,4.83
VlrXQ1b0rJ4Q75Q5P0TBrg,Jasmine,1,2013-04-13 04:33:33,0,0,0,0,1.0
lkwuxc6A4CO-siEla1uTiw,Zongyao,1,2016-03-24 14:54:15,1,0,0,0,5.0
Njebm5lpmf4T4uaiZaP2wQ,Cynthia,19,2015-10-24 19:41:44,7,2,0,0,4.7
4pgj7ltWClFHnDkblKm_3w,Blake,4,2011-08-31 21:30:43,4,1,0,0,4.0
mNJKyMvRWlsceik6fGlsnQ,Joe,1,2014-06-11 17:30:51,0,0,0,0,1.0
s4cNoF4DWRmPf6HT6P2c7w,Adam,14,2019-02-22 20:26:05,0,0,0,0,4.5
t0UlSt7UK6YjbSL6K7K-LA,Steve,14,2012-12-29 20:49:41,4,1,1,0,3.47
bTy5kH-i3r3K5afj0pKe1g,Lindsey,3,2012-12-15 18:05:22,15,4,0,0,1.0
Wms9tHH3osHJrmnTPX9jUQ,Rockland,7,2011-07-06 17:40:16,10,1,6,0,3.67
3PVgfsjAYzhPJ4sSLZ_-xQ,Nicholas,1,2011-07-26 19:48:32,1,0,0,0,1.0
NDLajbFque-UKkssLDTK2g,Ryan,5,2015-02-12 01:19:02,4,2,0,0,3.4
5UN2XqO8fMhNNzYX2NwPzw,Eric,2,2017-02-16 16:06:05,1,2,0,0,2.33
gt8Vq1L5m4xCTMzrGsFOiA,Pat,1,2016-07-28 00:21:53,0,0,1,0,1.0
jniAzDFB2ZTYywwifG8E-g,Muhammad,4,2015-04-24 17:29:05,1,1,0,0,3.5
lkKGAojB_bvwDEHP5XfJDw,Jenna,7,2014-10-19 22:22:08,7,3,3,1,2.0
19onkXf3aQ40Na2716Q7jw,Robin,2,2019-12-07 21:26:05,0,0,0,0,3.5
0tftMtMBiQzeQtijVFESYg,Maymuna,1,2020-07-30 00:30:11,0,0,0,0,4.0
T1vFFGMlSDz4QU0gtqHLGA,Cristina,1,2010-12-22 14:18:44,3,1,0,0,1.0
N2QOV-rctsFwIlvT-ZNMiA,Canuck,3,2018-04-11 04:23:37,1,0,0,0,2.0
vUQgVkt41xploMtQEme2Og,Stephanie,15,2013-12-06 00:32:00,3,0,2,0,4.47
X4GnC8kJzNH-USxzbAAlCA,Steffi,1,2020-08-16 14:42:10,0,0,0,0,1.0
FrwJkj4GyMJW2P7suA-9Xw,May,6,2014-01-23 01:27:09,11,3,3,0,2.33
ADjLG-5hAqNlFJwzLdxl2g,Jennifer,2,2014-04-16 22:19:10,2,0,0,0,5.0
Cz45iZDKT9mp6I8OdhOTNA,Trent,1,2014-10-13 22:04:31,2,1,0,0,5.0
GVw-22pZ9hAjkg15sIeKOA,Wesley,1,2020-07-23 03:00:16,0,0,0,0,5.0
CpiIxm_0Ixes6fKyBZvWVg,Diana,1,2014-03-14 19:44:13,0,0,0,0,2.0
gRhA3E5EzjhnPzTliX65pQ,Erin,1,2013-06-04 02:03:48,1,1,0,0,1.0
GEOUfYCpMBiGUYXU9W0OjA,Amanda,1,2015-06-11 18:22:03,0,0,0,0,1.0
di2rebz2Y-l30KXt9n9kzw,Cassandra,2,2014-12-31 18:58:05,0,0,0,0,5.0
GBUYD2_SkkWPCq0NWvcA6w,Dave,1,2015-02-17 18:13:28,0,0,0,0,1.0
aJ0brUgL8cIf-7FZbZAJ8g,Tesa,5,2014-11-08 23:02:05,0,1,1,0,4.8
g7sn-eAy3ZMuGegEp0oHrA,Bjorn,1,2020-11-06 20:18:56,0,0,0,0,5.0
DziTcN3PtrWZipKZvwOcbg,Brian,6,2016-06-08 22:04:12,0,2,0,0,3.43
sXoTouZLU7wzpxZk0hwggA,David,1,2019-11-28 02:16:48,0,0,0,0,1.0
mrMR6txGVSoMBKoE20JsKA,Kevin,1,2018-09-09 18:29:25,0,0,0,0,1.0
puN-GkMetehmdovKZ_2TbQ,Audrey,2,2019-04-23 03:02:35,1,0,0,0,3.33
Op6nNxLYa5bxB_3FplBbTA,K,3,2013-03-30 03:45:13,4,0,0,0,3.67
azPhDm4YQs3ZzD9kpw8crA,Melanie,1,2011-02-24 14:55:18,1,0,0,0,3.0
T2lLzO5XFHZtlr6zyTEisQ,Shelley,5,2012-05-30 00:58:16,4,0,0,0,5.0
rFhQpzODCCJG5Pa4MmVOHg,Guy,7,2018-02-15 03:03:40,2,0,0,0,4.5
0xbPuzbway6vDQhVpLP1FQ,Nigel,2,2014-10-22 22:46:15,1,0,0,0,1.0
iiqo27tlKeoX5njMThtObQ,Brett,1,2013-05-13 23:00:55,1,0,0,0,1.0
NuXx1PF0zs2ArA45Q2on2A,Rick,1,2021-12-03 19:14:33,0,0,0,0,1.0
CFAxEI9lDYoG7Z4BSjH5yw,Evanne,1,2021-01-11 03:31:56,2,0,0,0,2.0
MuVCT50lVPoXYDPe8J2r-g,D,1,2015-10-29 05:08:01,1,0,0,0,5.0
k7kcRcsiDGIrkXb9sFxiIQ,Kip,1,2020-10-14 03:42:22,1,0,0,0,1.0
xdg_9gg0TOh2M-fH8L3lNA,Nagi,1,2019-11-29 14:23:11,0,0,0,0,1.0
A_ixZ-NsxBsgfMTeypJEDw,Sean,2,2015-12-28 19:46:12,0,0,0,0,5.0
Fb-4yfww5gxvp8EnIAYKEw,Kerry,5,2013-03-13 21:53:35,4,2,1,0,1.6
D1q6vwWBNGkjnRqT9dlSPQ,Darood,1,2016-07-31 22:59:33,0,0,0,0,5.0
lVrvyVfBmv3YI1Gsy7uM-g,Thomas,3,2017-06-03 17:22:10,0,1,0,0,5.0
DTHsJ_C6h_weqHg0eTS8Nw,O,1,2015-08-30 21:17:58,0,0,0,0,4.0
LYe1Pipl4F3cuPOcD5v-Sw,Tracy,3,2014-02-13 20:50:23,3,0,2,0,3.67
HlvjNieRrafPtB8GcdbUFw,Avi,1,2010-03-01 18:28:24,0,0,0,0,5.0
Rq9Hrn5E0RpfJso1hPL8HQ,Myrna,4,2013-07-26 19:34:52,5,2,0,0,1.4
ruj808FDZcEtPzyiZeu8LA,Bun Bo Hue Boy,1,2020-05-27 01:10:24,0,0,0,0,5.0
qHgDkk6a156O6EetovMfDQ,Lindsay,1,2016-04-16 21:57:28,0,0,0,0,2.0
XY23SeDPb4KhAYHHGCpnqw,Hanna,1,2014-06-10 03:52:46,1,0,0,0,1.0
GyURntycIAs40msLcu1DYA,Ronnie,1,2017-05-31 19:21:22,0,0,0,0,2.0
eV9K709QE_XP_q_OeZOFXg,Laura,3,2015-11-05 03:10:37,0,0,0,0,3.0
__pce5zHvkmGRao0GOy5Zg,Alex,1,2018-11-03 06:53:31,0,1,0,0,1.0
7vRlVX8eaA_ZiNQWmZpNsA,Andy,1,2016-12-12 04:48:06,1,0,0,0,2.0
P2XJbQZmf1zvWp9L_THdjQ,Janice,1,2016-05-10 02:16:05,0,1,0,0,2.0
n6qI8ZJTwCL42pbNmjyL3w,Sophia,19,2015-10-15 19:46:07,15,4,0,1,3.25
RBGZZ7cSUkAAMlyIJaoq6A,Josh,2,2017-08-19 23:33:06,0,0,0,0,4.5
vMMPRcnkxXdx_egHpma1OA,Tony,1,2016-07-10 22:06:52,2,0,1,0,4.5
zX_N8iI4wexFl1lp-SRMJw,Cassandra,3,2016-03-25 03:20:10,0,0,0,0,2.0
0JQcYUwe1hANL1WYknJFOg,Alex,1,2015-12-27 23:52:39,0,0,0,0,2.0
RdmAKzF9emKycegqgZZNew,Anita,1,2011-02-25 19:48:41,1,0,0,0,1.0
ckK9VKbEZCFA1auA5n94YQ,Deanne,1,2016-03-05 21:24:37,0,0,0,0,5.0
DOsF0It9s9YisW7uexXbmw,Rami,1,2018-10-15 07:24:52,0,0,0,0,1.0
H5DWjN8-xaVR27H9HV5gvQ,J,7,2013-12-05 21:00:32,5,1,0,0,4.43
zd61zhQxBOltsK0PWNmAnw,Dawn,2,2017-03-21 00:24:51,1,0,0,0,5.0
9EocZwWIzIFbXDOOSLhTLg,Anon,3,2015-11-07 18:03:11,0,0,0,0,2.33
mgFVSIlm1sbUctnHEsQy1w,Marie,13,2015-08-17 21:04:06,20,5,0,0,1.93
9yDO4SN_5e8Lf9qwtkDivQ,Rose,26,2015-06-20 23:59:39,15,0,0,0,4.26
RBbnlmPsSdb-pvG2pNzeDQ,Sue,1,2019-08-29 19:20:58,0,0,0,0,1.0
exr3_f4K23xoAwjmOThYYQ,Robert,1,2018-01-02 11:47:11,0,0,0,0,1.0
H02tYQpaBFS13aGHwp5OpA,Lorie,1,2020-11-12 02:33:42,0,0,0,0,1.0
HTw40jnEGn_SoXzvXh5SDA,Greg,1,2013-01-28 05:02:02,2,0,0,0,1.0
wLdVvYXNj6PdYn-O4yzK6g,Edmund,10,2012-09-27 00:41:16,11,1,2,0,3.92
puaweoKZyHtZK1EIeT2kvg,Ramzi,2,2012-11-22 01:49:55,2,0,1,0,3.5
IlRz2kvx5nFbM5a7riLkyA,Sammy,1,2020-09-07 15:11:14,1,0,0,0,1.0
3tnJXqjKShrW6a8hK7fiHw,Tasha,2,2017-09-09 21:12:32,1,0,0,0,1.0
oai1lMc-UiGM1QozZjG0RQ,Tamara,12,2013-06-21 02:37:16,38,5,3,0,2.85
xy4C86ujzqHBQk6SOhgYXA,Steve,6,2016-02-07 18:02:19,3,0,1,0,4.67
MKaqBq3uM-wwz3KwEfweMg,Jung Moon,1,2012-08-19 14:34:02,0,0,1,0,1.0
rxTdEfeijvRtdWn5wCM8tw,Tina,3,2013-02-17 02:08:03,0,0,0,0,4.67
byjmUjGwuNXZ4iXrxb89Ag,Chris,15,2011-05-15 15:55:32,4,0,2,0,3.95
7i8m_hJEuuvwLcniGQOKEg,Kristin,1,2019-04-19 19:46:39,0,0,0,0,1.0
zb7lsSfYwBpQ_DCkixvs1w,Cam,1,2015-06-23 22:53:32,0,0,0,0,5.0
LCwAT7B8j3TIZOteTJdZiQ,Bethany,1,2019-07-31 17:57:13,0,0,0,0,1.0
FOm6AFIZYVqjW0YPcuB7hQ,Chris,1,2012-08-29 13:31:47,1,0,0,0,1.0
2JEi5wdddRbAznQfLcLYpg,Shruti,1,2014-10-31 19:53:43,2,0,0,0,5.0
vDWwNs5tJNYMXUnLl51Rmg,Sean,1,2016-05-19 16:34:33,1,0,0,0,5.0
zFgE1_9aI87oa870B6FjdA,Carissa,3,2012-07-19 00:11:31,2,1,1,1,3.67
gTo3VhJzwKJ49RpFCxkphw,Midget,4,2017-05-22 15:12:12,1,1,0,0,3.25
r8gJvTmObr4_w0GrzrHSuw,Noah,1,2021-11-14 02:07:38,1,0,0,0,1.0
uZaH8NRN8GjWYJIX_nCZgg,Rebecca,26,2015-01-25 18:37:55,11,7,3,0,3.59
ZSTiiiETpKF-DMqAeirc7A,Shirley D,1,2022-01-13 20:26:55,1,0,0,0,1.0
LM36Hn3MGGZ3ZOkvdMvgrw,Rahldy,3,2017-02-08 19:45:09,0,0,0,0,2.33
-6liIqXlqQWQ3Apm2y8OEg,Meg,1,2016-02-11 21:09:32,0,0,0,0,2.0
yby-WSxz4h0GgnJ1Bhi42Q,Kieran,1,2009-10-03 13:00:48,0,0,0,0,5.0
if6PQPlQnPp12F6bRMGKsw,Google,1,2020-05-14 22:31:47,0,0,0,0,1.0
k85gbjzqfpsj-PvCaJaRUA,Christin,3,2013-12-10 21:10:47,7,0,2,0,4.67
pUZ26kuJVjeKPN9ANamtMQ,Linette,1,2012-12-11 17:59:35,2,1,0,0,5.0
-E7l2zr-shdCHLgyXqxxhw,Janet,5,2016-08-26 18:34:56,0,0,0,0,5.0
PyfuvKBmqcpZQnbc8FJ_qg,Adam,1,2018-01-14 08:38:06,0,0,0,0,4.0
lPh2m7ArbdkgptlqqqgT_A,Brittany,2,2019-03-25 01:19:08,0,0,0,0,1.5
Eg28sXcV9ZO_mYkv-Dqj_w,Adaau-Lee,2,2015-02-15 23:24:33,0,0,0,0,5.0
e5nmD2hI4p7W-Sjh-CAKFg,Foodie,4,2018-04-09 23:22:30,3,0,0,0,2.0
UEC2HFo0gYaDC8pybgrBrQ,James,2,2017-10-18 17:25:23,0,0,0,0,5.0
haUfVB9OkC3xXL-Ney4E4A,Rob,2,2016-10-16 15:11:55,0,0,0,0,5.0
TVk48GrI2xOFl-Yxe8RlHg,Karlie,2,2018-08-04 04:56:27,0,0,0,0,3.0
oRGcU8vzMv52Hey9NX8EFA,Carol,3,2015-02-24 21:05:18,3,0,0,0,2.67
tdrAtdYtcmwAxK8gTxEiyQ,William,18,2012-01-08 23:20:14,18,1,4,1,4.5
dxsb43XIZGRqclYwxI_rRA,Teresa,1,2014-06-26 16:40:02,0,0,0,0,4.0
Nqsk9kinlFn6b5I2xM74kA,Nehir,1,2018-05-15 23:54:26,0,0,0,0,5.0
VutSh7tXvipAPlCuxHeJTA,Mike,1,2015-01-21 01:46:08,1,0,0,0,1.0
n7YrRSwRjgixcNC6ZI_yFQ,Kaitlin,1,2016-12-13 03:47:06,0,0,0,0,5.0
V9-OY8yEzY5fu4aRfp6ZgA,Spaz,5,2015-04-12 21:48:00,2,2,0,0,3.4
AZTAWxLRwb7cjlESu59TJw,Jm,1,2015-08-09 01:53:19,0,0,0,0,3.0
YzLthgxyzdHdJG9jluGkPw,Qlinfinity,2,2014-04-28 05:29:55,2,0,0,0,4.0
8IH9ZpDGHspErpxVOxN4WA,Chelsea,2,2014-05-19 18:04:53,2,1,0,0,1.0
ajPPQRk2MdfTJTdC96hy-A,Richard,7,2021-07-02 01:02:40,0,0,0,0,2.5700000000000003
RWYM28HVUCjdCwtuFHsMvw,danielle,3,2010-10-14 18:33:24,11,0,1,0,2.67
WipAmZVVzlkuhqP61jqaaA,Pamela,5,2017-01-06 17:32:04,0,0,0,0,2.6
ZDjzDGM2ncmGHsamOiuwHQ,Janine,1,2015-03-07 03:11:11,0,1,0,0,5.0
LfxOQ0aDlpWddtvtkzMndw,Harvey,1,2015-04-29 23:31:03,0,0,0,0,1.0
wuGSsQP_0AE5slJPsLAgPg,Ki,1,2021-12-09 04:35:39,0,0,0,0,1.0
rCI38K7AElctMhI3glCI_Q,K.,9,2016-09-24 02:50:40,0,0,0,0,3.5
KeVE2Uezhjlp_sZ4R2-iRQ,gurjodh,3,2020-09-07 07:16:10,1,0,0,0,4.67
EdyhrZm_BHHlYM4Frr-i_w,Martine,4,2015-01-10 04:09:05,1,0,0,0,3.5
AKcjoXTXWfKYXStW4CmjFQ,Sly,2,2019-02-18 23:25:14,1,0,0,0,2.0
tJ2XFJfNu4wOdvQUxAEAaA,Sian,1,2014-07-16 20:54:18,1,0,0,0,2.6
qvKA9W7JIC3vK5KaouaqFw,Sami,1,2016-01-11 20:20:25,1,0,0,0,5.0
CHKl_sEcCp5J3EpyHkhZWA,Gino,1,2019-12-15 02:40:24,0,0,0,0,3.0
_H0Ftmfg5yFDMAo0-oj3Jg,Pat,1,2014-12-28 08:47:05,8,0,0,0,5.0
iRGYgImzoRnmTYNCEUn3TA,Jay,14,2013-02-15 01:55:33,13,0,2,0,4.64
5rjXHR1O-cI550kmNz4X1Q,Patricia,1,2012-07-25 02:21:12,0,0,0,0,1.0
M_pX8L_nD0r9v_PtF6FItQ,Martin,8,2013-03-05 04:37:59,6,0,0,0,4.0
JvBrF68jpFlkaZY2bidEnw,Calvin,3,2017-12-10 04:15:19,0,0,0,0,3.67
ctts36wmnPH7M1bkLJ-Eug,Jeff,1,2017-09-27 20:35:05,0,0,0,0,1.0
RwdQyEUBYxhNEtql4XM4sg,Sherie,1,2019-06-23 00:16:25,0,0,0,0,1.0
mJYNLtATC4diUZRnVne_Iw,Bryan,1,2017-10-14 18:31:28,0,0,0,0,5.0
I3mzm68hhwgTsnTQq-1JWg,Chelsey,1,2015-01-18 04:33:16,1,0,1,0,1.0
u2-_UzeQNBtgGB4PJnBYqA,Jules,27,2015-08-02 05:07:22,5,2,2,0,3.96
XbIMENiFDBfJSokuUaLPBw,Rose,6,2015-03-12 18:29:50,1,0,0,0,4.33
VDLrtQljujW11ZTKozeleA,Kyle,3,2016-05-13 23:40:19,0,0,0,0,2.0
nMijqxsN8Z1_g7e8oqvgmg,Ashley,1,2017-03-09 05:16:23,0,0,0,0,5.0
DiAiH6mXe4Kk2qDh92u-Sw,Peter,2,2016-04-11 21:02:25,0,0,0,0,3.5
YzqvZHslbqxbXklWwGGLuA,Sabrina,1,2013-04-04 03:33:15,1,0,1,0,5.0
